"","...1","...2","X","Species","GrowthForm_CTD","Abund_CTD","family_molecules","family_morphology","larval","Abundance_GBR","Abundance_world","Growth_form_typical","Wave_exposure_preference","Growth_form_Wallace","MeanPCcover","ReefArea_Range","Depth_lower","Depth_upper","Oocyte_size_at_maturity","Polyp_fecundity","Polyps_per_area","Colony_maximum_diameter","Corallite_width_maximum","Corallite_width_minimum","Growth_rate","Colony_area","Size_at_maturity","Eggs_per_area","Colony_surface_area","fecundity","Colony_fecundity","coralcover","IndoPacific_fecundity","Genus","GrowthForm"
"222",222,228,228,"Pachyseris speciosa","laminar","common","Pachyseridae","Agariciidae","spawner","uncommon","common","columnar","exposed",NA,0.279,233426,11,4.5,241,9.241182,57.3283333333334,50,35,2.8,43.8075032696471,833.621181174658,32.9183987512,380,4.97750000000001,529.781562090001,441637.131554022,57065175.5222192,3.02320778291014e+20,"Pachyseris","Laminar"
"223",223,229,229,"Pavona bipartita","submassive","uncommon","Agariciidae","Agariciidae",NA,"common","uncommon","submassive","broad",NA,0.513,175125,17.5,1,321.087182675177,8.19253133333333,110.739333333333,1500,10,15,30.07292390585,622.73058846041,36.2102995172,380,4.97750000000001,907.235458165775,564963.270735723,104926290.476339,9.51928512139366e+20,"Pavona","Other"
"224",224,230,230,"Pavona cactus","digitate","common","Agariciidae","Agariciidae","spawner","rare","common","encrusting","broad",NA,0.027,239950,22.5,0,372.356842784385,7.65805466666667,72.0022380952382,450,9.1,2.9,32.5,639.60183587755,30.603005484,380,4.97750000000001,551.397075455684,352674.581758967,5522436.34085992,30450552477403484160,"Pavona","Digitate"
"225",225,231,231,"Pavona clavus","columnar","common","Agariciidae","Agariciidae","spawner","uncommon","common","encrusting","broad",NA,0.072,236612,30,2,372.185685058234,7.52540333333333,24.7202380952381,75,7.2,0.8,26,875.799299717507,36.2022579824,380,4.97750000000001,186.029762162698,162924.735428706,14726496.9089598,2.7395667174635e+19,"Pavona","Other"
"226",226,232,232,"Pavona decussata","digitate","common","Agariciidae","Agariciidae",NA,"common","common","encrusting","protected",NA,0.149,240383,30,0,388.5,4.58461933333334,35.6735714285714,333.333333333333,3.3,0.8,18.8855280300719,757.700567797529,33.3506874532,380,4.97750000000001,163.549745260476,123921.734847004,30475667.2143751,49842876095540879360,"Pavona","Digitate"
"227",227,233,233,"Pavona explanulata","laminar","common","Agariciidae","Agariciidae",NA,"uncommon","common","laminar","protected",NA,0.09,242197,30,1,356.422262907562,5.05169766666667,54.7095714285714,279.675708300387,6.7,0.6,19.2755243307573,774.571815214669,30.3308960856,380,4.97750000000001,276.376214330048,214073.226015783,18408121.1361997,50875668325518155776,"Pavona","Laminar"
"228",228,234,234,"Pavona maldivensis","columnar","common","Agariciidae","Agariciidae",NA,"common","common","massive","broad",NA,0.135,240836,30,2.5,333.190617370656,4.36884433333334,71.219,300,4.7,0.3,9.41166666666667,690.21557812897,26.2121622088,380,4.97750000000001,311.144724575667,214756.935954773,27612181.7042996,85913846713175703552,"Pavona","Other"
"229",229,235,235,"Pavona minuta","submassive","uncommon","Agariciidae","Agariciidae",NA,"common","uncommon","massive","broad",NA,0.04,167836,30,2.4935449136874,359.735291188668,5.49724133333333,80.0586666666667,500,30,0.6,30.1646154959792,715.522449254679,34.9085066496,380,4.97750000000001,440.101811491555,314902.726079859,8181387.17164433,36006433147544391680,"Pavona","Other"
"230",230,236,236,"Pavona varians","encrusting","common","Agariciidae","Agariciidae","spawner","uncommon","common","massive","broad",NA,0.246,246201,20,5,418.495724771397,5.992871,104.699571428572,335.266926848522,4.6,1.9,12.05,656.47308329469,27.599297186,380,4.97750000000001,627.451025326718,411904.709212645,50315531.1056126,3.1570531582075e+20,"Pavona","Encrusting"
"231",231,237,237,"Pavona venosa","encrusting","common","Agariciidae","Agariciidae",NA,"common","uncommon","massive","broad",NA,0.189,228288,30,2,360.220824581546,5.52508266666667,43.1599047619047,126.436085354983,1,2.3,27.7083391597933,833.621181174658,37.5974344944,380,4.97750000000001,238.462041694984,198787.008863093,38657054.3860194,92182401148042215424,"Pavona","Encrusting"
"232",232,238,238,"Pectinia lactuca","encrusting","common","Merulinidae","Pectiniidae","spawner","common","uncommon","massive","broad",NA,0.106,206510,30,1,353.488627237677,4.18894433333334,101.662666666667,600,1,1,11.5382553266829,673.34433071183,37.2987371108,380,4.97750000000001,425.859251444891,286749.912641601,21680676.0048575,92329164542478254080,"Pectinia","Encrusting"
"233",233,239,239,"Pectinia paeonia","laminar","common","Merulinidae","Pectiniidae","spawner","uncommon","uncommon","massive","exposed",NA,0.054,197098,25.2857142857143,1,441,6.01177666666667,60.8803333333334,100,0.7,1.6,36.8155427294335,766.136191506098,41.2814162884,380,4.97750000000001,365.998967392223,280405.054973042,11044872.6817198,40424119964880199680,"Pectinia","Laminar"
"234",234,240,240,"Platygyra daedalea","massive","common","Merulinidae","Faviidae","spawner","common","common","massive","protected",NA,0.115,242827,20,2,411.5,5.118111,104.955,295.820566312713,0.7,1.1,8.36666666666667,648.03745958612,30.1682534012,380,4.97750000000001,537.171340005,348107.150539312,23521488.1184774,1.26350692915142e+20,"Platygyra","Massive"
"235",235,241,241,"Platygyra lamellina","massive","uncommon","Merulinidae","Faviidae","spawner","uncommon","uncommon","massive","protected",NA,0.127,230779,27,3,116,5.16944433333334,42.6386666666666,276.197644371842,1.1,0.9,4.44285714285714,808.314310048949,30.2882250308,380,4.97750000000001,220.418213780889,178167.196394521,25975904.2699707,57255624205303095296,"Platygyra","Massive"
"236",236,242,242,"Platygyra pini","massive","common","Merulinidae","Faviidae","spawner","common","common","branching_closed","broad",NA,0.094,213366,37.25,5,136,5.34279266666667,24.4912380952381,134.854855461403,3,1.3,40.956056714144,833.621181174658,40.6091843272,380,4.97750000000001,130.851607292825,109080.671430048,19226259.8533642,25157870040422195200,"Platygyra","Massive"
"237",237,243,243,"Platygyra ryukyuensis","massive","uncommon","Merulinidae","Faviidae","spawner","common","common","branching_open","exposed",NA,0.055,191154,26,1,345.621926688226,4.983316,41.7636666666667,271.112717564248,2.8,1.4,20.1246204291005,732.39369667182,37.826872838,380,4.97750000000001,208.121548318667,152426.910130171,11249407.361011,23412440776410193920,"Platygyra","Massive"
"238",238,244,244,"Platygyra sinensis","massive","uncommon","Merulinidae","Faviidae","spawner","common","common","branching_closed","broad",NA,0.096,242218,35,0.5,279,5.806744,4.1,314.218524570437,1.1,0.7,20.483,774.571815214669,27.599297186,380,4.97750000000001,23.8076504,18440.7349863242,19635329.2119464,4674710533669274624,"Platygyra","Massive"
"239",239,245,245,"Platygyra verweyi","massive","uncommon","Merulinidae","Faviidae",NA,"uncommon","common","branching_closed","broad",NA,0.03,145465,20,2,361.282457647835,6.36650766666667,73.5586666666667,226.432852939462,2.1,0.6,38.0388824461161,656.47308329469,37.3333666308,380,4.97750000000001,468.311815283112,307434.101322238,6136040.37873325,28735802084150427648,"Platygyra","Massive"
"240",240,246,246,"Plerogyra sinuosa","massive","common","Plesiastreidae","Euphyllidae",NA,"common","uncommon","branching_open","exposed",NA,0.03,234211,30,5,384.909140834484,6.54493066666667,17.3855714285714,103,1.7,1.3,36.5805367675092,867.363676008937,35.4446839116,380,4.97750000000001,113.787359600381,98695.0225063371,6136040.37873325,6982038330973784064,"Plerogyra","Massive"
"241",241,247,247,"Plesiastrea versipora","massive","uncommon","Plesiastreidae","Faviidae","spawner","common","common","encrusting","broad",NA,0.051,243883,30,1,400.348708450047,5.62743666666667,47.9422380952381,80,1.4,0.7,17.8,833.621181174658,32.7984271216,380,4.97750000000001,269.791908539207,224904.249467819,10431268.6438465,28142718759085326336,"Plesiastrea","Massive"
"242",242,248,248,"Pocillopora damicornis","branching_closed","common","Pocilloporidae","Pocilloporidae",NA,"uncommon","uncommon","encrusting","broad",NA,0.168,246233,20,15,545,5.50845833333334,360,500,1.4,0.6,1.27,656.47308329469,22.987057102,380,4.97750000000001,1983.045,1301815.66546212,34361826.1209062,6.81410474799324e+20,"Pocillopora","Branching"
"243",243,249,249,"Pocillopora eydouxi","branching_open","common","Pocilloporidae","Pocilloporidae","spawner","common","common","massive","protected",NA,0.729,240146,20,1.25,656,9.30338266666666,87.4132380952382,100,1.6,1.8,12.325,732.393696671819,31.0884701564,380,4.97750000000001,813.238804132445,595610.974035531,149105781.203218,1.21258607194939e+21,"Pocillopora","Branching"
"244",244,250,250,"Pocillopora meandrina","branching_closed","common","Pocilloporidae","Pocilloporidae","spawner","uncommon","common","digitate","broad",NA,0.905,212495,20,3,449.168766233766,8.43963333333333,112,30,0.9,1.8,58,858.928052300367,33.5986722472,380,4.97750000000001,945.238933333333,811892.235966476,185103884.758453,1.74967398584936e+21,"Pocillopora","Branching"
"245",245,251,251,"Pocillopora verrucosa","branching_closed","common","Pocilloporidae","Pocilloporidae","spawner","common","common","branching_closed","protected",NA,1.506,246456,40,1,622,11.8918976666667,87,100,0.8,3.9,32.7,799.878686340378,29.1571163824,380,4.97750000000001,1034.595097,827550.567082558,308029227.012409,3.18685527999738e+21,"Pocillopora","Branching"
"246",246,252,252,"Pocillopora woodjonesi","branching_open","uncommon","Pocilloporidae","Pocilloporidae",NA,"common","uncommon","digitate","broad",NA,0.102,197014,15,0.75,376.141146929314,7.11011433333333,68.8183333333334,217.882493029549,1.6,2.9,23.8572579637838,631.16621216898,37.7415307284,380,4.97750000000001,489.306218229445,308833.552350607,20862537.287693,1.02081692229118e+20,"Pocillopora","Branching"
"247",247,253,253,"Podabacia crustacea","encrusting","common","Fungiidae","Fungiidae",NA,"common","uncommon","digitate","protected",NA,0.025,234730,15,1,373.536141587434,5.484721,66.3713333333334,204,1.1,0.7,24.9743280371721,648.03745958612,30.0241571672,380,4.97750000000001,364.028245731334,235903.939581325,5113366.98227771,18614100123390799872,"Podabacia","Encrusting"
"248",248,254,254,"Podabacia motuporensis","encrusting","uncommon","Fungiidae","Fungiidae",NA,"common","common","laminar","exposed",NA,0.062,186987,20,1,410.238436868687,5.70842266666667,82.6463333333334,104.514944952649,0.8,0.6,42.6645783159324,715.522449254679,38.184324346,380,4.97750000000001,471.78020251689,337569.326014753,12681150.1160487,59827155698965381120,"Podabacia","Encrusting"
"249",249,255,255,"Polyphyllia talpina","massive","common","Fungiidae","Fungiidae",NA,"common","uncommon","branching_closed","protected",NA,0.018,205957,14.5,1,346.477823211365,7.232266,69.179,350.273649771832,9.1582122210226,3.59029467229278,17.3107385198415,639.60183587755,35.2232871028,380,4.97750000000001,500.320929614,320006.185109077,3681624.22723995,18419936558621163520,"Polyphyllia","Massive"
"250",250,256,256,"Porites annae","digitate","common","Poritidae","Poritidae","spawner","uncommon","uncommon","branching_closed","broad",NA,0.214,189637,20,1.33333333333333,389,4.94303766666667,68.8483333333334,205.768869918375,2.5,0.6,36.5674609452794,631.16621216898,37.8775854276,380,4.97750000000001,340.319904953889,214798.425335454,43770421.3682972,1.48959456398506e+20,"Porites","Digitate"
"251",251,257,257,"Porites attenuata","branching_closed","common","Poritidae","Poritidae",NA,NA,"common","digitate","broad",NA,0.671,127579,40,1,377.942514654182,6.022121,43.7263333333333,278.980147228466,4.6,1,27.5177123561885,766.136191506099,36.5677510252,380,4.97750000000001,263.325270219666,201743.01965341,137242769.804334,3.61394894444217e+20,"Porites","Branching"
"252",252,258,258,"Porites horizontalata","digitate","uncommon","Poritidae","Poritidae",NA,NA,"common","massive","broad",NA,0.41,138126,20,2,360.147853390981,6.39431766666667,68.5156666666667,207.563485231095,3.8,0.9,37.6423100721666,656.47308329469,38.4564337444,380,4.97750000000001,438.110937810112,287608.038169332,83859218.5093544,3.67396408651564e+20,"Porites","Digitate"
"253",253,259,259,"Porites latistella","digitate","uncommon","Poritidae","Poritidae",NA,NA,"uncommon","branching_closed","protected",NA,0.19,147197,33.3333333333333,1,323.912821682121,7.479431,49.3303333333333,348.857413579625,1.1,20,28.2486061806033,757.700567797529,36.252970572,380,4.97750000000001,368.962824373666,279563.341524107,38861589.0653106,1.43384816611858e+20,"Porites","Digitate"
"254",254,260,260,"Porites lichen","laminar","common","Poritidae","Poritidae",NA,"common","uncommon","encrusting","broad",NA,1.337,237144,21,1.5,352.004780035577,7.80853766666667,81.5722380952381,288.739412165331,0.8,25,41.5,614.29496475184,31.1898953356,380,4.97750000000001,636.959893720969,391281.255461658,273462866.212212,1.74184878199162e+21,"Porites","Laminar"
"255",255,261,261,"Porites nigrescens","branching_closed","uncommon","Poritidae","Poritidae",NA,"common","common","columnar","broad",NA,0.719,226520,25,1.5,404.526247102289,7.826201,122.071666666667,454.219272143437,2.3,9,0.37,681.7799544204,31.1472242808,380,4.97750000000001,955.357399738336,651343.524448795,147060434.410307,1.40495274222621e+21,"Porites","Branching"
"256",256,262,262,"Porites rugosa","branching_closed","uncommon","Poritidae","Poritidae",NA,NA,"common","submassive","broad",NA,1.603,68903,40,2,477.066357142857,10.7082516666667,68.3743333333334,9,0.7,30,51.594474581572,825.185557466087,30.7656481684,380,4.97750000000001,732.169568873892,604175.753850907,327869090.903646,2.40055770933997e+21,"Porites","Branching"
"257",257,263,263,"Porites rus","digitate","common","Poritidae","Poritidae","spawner","common","common","massive","broad",NA,0.693,231553,36.6666666666667,16.6666666666667,344.143441254652,5.89146266666667,85.6226666666668,100,1.1,0.9,0.08375,774.571815214668,29.1651579172,380,4.97750000000001,504.442744087112,390727.131959423,141742532.748738,7.15009921736307e+20,"Porites","Digitate"
"258",258,264,264,"Porites solida","massive","common","Poritidae","Poritidae","spawner","common","uncommon","columnar","protected",NA,0.068,241975,26,10.6666666666667,368.613198228496,8.241551,91.9860000000001,386.574125115022,1.4,2.8,7.16,664.90870700326,27.3779003772,380,4.97750000000001,758.107310286001,504072.151451984,13908358.1917954,1.05440280192763e+20,"Porites","Massive"
"259",259,265,265,"Porites tuberculosa","branching_closed","uncommon","Poritidae","Poritidae",NA,NA,"uncommon","branching_closed","exposed",NA,0.819,85975,10,2,342.953691985312,6.541558,68.6276666666667,272.336614401731,33.5,2.1,30.5025543874553,656.47308329469,36.8825314784,380,4.97750000000001,448.931861904667,294711.683573783,167513902.339418,7.52023280721515e+20,"Porites","Branching"
"260",260,266,266,"Porites vaughani","encrusting","uncommon","Poritidae","Poritidae",NA,"common","common","branching_closed","broad",NA,0.613,200257,48.75,0,368.205770180265,7.08160333333333,77.498,500,35,0.9,17.3381413544976,681.7799544204,34.8658355948,380,4.97750000000001,548.810095126666,374167.721640914,125379758.405449,6.88096771374529e+20,"Porites","Encrusting"
"261",261,267,267,"Psammocora digitata","columnar","common","Psammocoridae","Siderastreidae",NA,"common","common","encrusting","broad",NA,0.075,214674,45,0,366.367936846931,7.12155333333333,79.674,500,15,0.7,19.5149333306881,681.7799544204,34.2362746884,380,4.97750000000001,567.40264028,386843.746228113,15340100.9468331,87040137793948286976,"Psammocora","Other"
"262",262,268,268,"Psammocora profundacella","encrusting","common","Psammocoridae","Siderastreidae","spawner","common","rare","encrusting","protected",NA,0.048,238897,40,2,337.507520180265,5.53951633333334,31.6925714285714,259.62367221772,35,0.8,22.1428793126721,808.314310048949,30.781731238,380,4.97750000000001,175.561517073905,141908.88654474,9817664.60597319,17236040923474350080,"Psammocora","Encrusting"
"263",263,269,269,"Sandalolitha robusta","massive","common","Fungiidae","Fungiidae","spawner","common","common","digitate","protected",NA,0.053,207415,40,7,384.764325757576,6.93179333333333,34.2882380952381,12,1.1,0.6,42.5445030966387,892.670547134647,36.2956416268,380,4.97750000000001,237.678980240317,212169.025333529,10840338.0024287,25765204818776084480,"Sandalolitha","Massive"
"264",264,270,270,"Scapophyllia cylindrica","columnar","uncommon","Merulinidae","Merulinidae","spawner","common","common","branching_closed","exposed",NA,0.033,189486,40,2,364.586622422875,5.25570933333334,32.825,160.145966973063,4.2,0.8,37.5728319003495,799.878686340379,41.7749224956,380,4.97750000000001,172.518658866667,137993.998223473,6749644.41660657,11644396025798522880,"Scapophyllia","Other"
"265",265,271,271,"Seriatopora caliendrum","branching_closed","uncommon","Pocilloporidae","Pocilloporidae","brooder","uncommon","common","massive","exposed",NA,0.054,229041,40,2,361.651818490696,5.47927600000001,27.6459047619047,208.608987966088,3.3,1,16.7,825.185557466088,32.534359258,380,4.97750000000001,151.47954246019,124998.73068972,11044872.6817198,16730722603579670528,"Seriatopora","Branching"
"266",266,272,272,"Seriatopora hystrix","branching_closed","common","Pocilloporidae","Pocilloporidae","brooder","common","common","massive","exposed",NA,0.412,232594,20,12,261,5.64162133333334,79.8309047619049,213.075750004297,20,0.6,40.3,631.16621216898,29.2585415616,380,4.97750000000001,450.375735364065,284261.946942556,84268287.8679366,3.79523921163927e+20,"Seriatopora","Branching"
"267",267,273,273,"Stylocoeniella armata","encrusting","common","Pocilloporidae","Astrocoeniidae",NA,"common","common","massive","broad",NA,0.019,217438,37.5,8.33333333333333,339.179242366375,5.749344,20.3895714285714,145.622920504886,1.5,0.7,33.9085696510361,842.056804883228,34.9085066496,380,4.97750000000001,117.226660155428,98711.506897612,3886158.90653106,4555614294459062272,"Stylocoeniella","Encrusting"
"268",268,274,274,"Stylocoeniella cocosensis","encrusting","rare","Pocilloporidae","Astrocoeniidae",NA,NA,"common","encrusting","protected",NA,0.01,68861,15,2,453.108797942254,6.32364,75.702,159.823569676188,1.2,0.5,51.1743855043078,707.08682554611,34.3723293876,380,4.97750000000001,478.71219528,338491.086510745,2045346.79291108,9791324533433706496,"Stylocoeniella","Encrusting"
"269",269,275,275,"Stylocoeniella guentheri","digitate","common","Pocilloporidae","Astrocoeniidae",NA,"uncommon","common","laminar","exposed",NA,0.024,237640,20,0,357.637442869485,5.541021,129.426666666667,500,1,0.6,16.9612470189542,622.73058846041,26.7563810056,380,4.97750000000001,717.155877960002,446594.901899874,4908832.3029866,35203979400067743744,"Stylocoeniella","Digitate"
"270",270,276,276,"Stylophora pistillata","branching_closed","common","Pocilloporidae","Pocilloporidae","brooder","common","uncommon","laminar","protected",NA,0.433,240093,43.3333333333333,5.33333333333333,505.801053113553,1.023,112,190.446837023113,1.2,0.3,59.34,799.878686340379,10.07859514,380,4.9775,114.576,91646.9003661353,88563516.1330498,1.01472534244603e+20,"Stylophora","Branching"
"271",271,277,277,"Symphyllia agaricia","massive","common","Lobophyllidae","Mussidae",NA,"common","uncommon","massive","exposed",NA,0.067,229070,29.3333333333333,5,371.155763850357,5.563996,28.8609047619047,141.65759025843,1.3,0.5,32.4813602059247,842.056804883228,33.3426459184,380,4.97750000000001,160.581958651619,135219.131024073,13703823.5125042,22005868206540337152,"Symphyllia","Massive"
"272",272,278,278,"Symphyllia radians","massive","common","Lobophyllidae","Mussidae","spawner","common","uncommon","massive","protected",NA,0.121,219322,20.5,5,351.696491755875,5.899346,56.0729047619048,149.371363159387,1.8,0.7,39.7106186046175,774.571815214669,35.895519064,380,4.97750000000001,330.793466415524,256223.295742625,24748696.1942241,81867070033520771072,"Symphyllia","Massive"
"273",273,279,279,"Symphyllia recta","massive","common","Lobophyllidae","Mussidae","spawner","common","common","massive","broad",NA,0.083,212136,37.4,0,371.563739333914,4.32849933333334,37.9202380952381,196.489092537499,1.5,0.6,25.5920654031702,766.136191506099,38.864597842,380,4.97750000000001,164.13772531508,125751.851755369,16976378.381162,27864641315720306688,"Symphyllia","Massive"
"274",274,280,280,"Symphyllia valenciennesii","encrusting","common","Lobophyllidae","Mussidae",NA,"common","rare","branching_open","protected",NA,0.035,228279,22.5,3.75,328.663661765078,6.628756,51.9302380952381,101.180769046309,1,0.6,27.7327032422225,825.185557466088,32.9691113408,380,4.97750000000001,344.232877355238,284055.998798538,7158713.77518879,24642646409958154240,"Symphyllia","Encrusting"
"275",275,281,281,"Turbinaria frondens","laminar","common","Dendrophylliidae","Dendrophylliidae","spawner","common","uncommon","branching_open","exposed",NA,0.2,227637,17.5,0,371.143256585462,6.232796,108.809333333333,100,0.9,0.7,2,732.393696671819,29.6586641244,380,4.97750000000001,678.186377562665,496699.42809559,40906935.8582216,2.77425266468756e+20,"Turbinaria","Laminar"
"276",276,282,282,"Turbinaria reniformis","laminar","uncommon","Dendrophylliidae","Dendrophylliidae","spawner","uncommon","uncommon","corymbose","broad",NA,0.247,240553,9.33333333333333,4,386.737682957393,6.70406,71.6420000000001,20,1,0.8,36.5134737730456,707.086825546109,31.2752374452,380,4.97750000000001,480.292266520001,339608.334067973,50520065.7849037,2.4264396900571e+20,"Turbinaria","Laminar"
"277",277,283,283,"Turbinaria stellulata","massive","uncommon","Dendrophylliidae","Dendrophylliidae",NA,"uncommon","uncommon","branching_open","broad",NA,0.068,224233,24.75,10,351.534885699096,5.940246,58.7859047619048,156.295138409233,0.8,0.5,33.9751474480716,707.08682554611,30.9684985268,380,4.97750000000001,349.202735618286,246916.653800351,13908358.1917954,48568367285339504640,"Turbinaria","Massive"
"278",278,284,284,"Zoopilus echinatus","massive","uncommon","Fungiidae","Fungiidae",NA,"uncommon","uncommon","tables_or_plates","exposed",NA,0.15,129268,12.5,3,437.808778711485,8.594536,85.9823333333334,100,0.9,1.03555854492316,54.3443285003395,783.007438923238,32.9691113408,380,4.97750000000001,738.978259197334,578625.474154057,30680201.8936662,2.26720021872042e+20,"Zoopilus","Massive"
