"","Species","GrowthForm_CTD","Abund_CTD","family_molecules","family_morphology","larval","MeanPCcover","Growth_rate","Colony_fecundity","Colony_area","Polyps_per_area","Polyp_fecundity","Eggs_per_area","Colony_maximum_diameter","Corallite_width_minimum","Corallite_width_maximum"
"649","Pocillopora woodjonesi","branching_open","uncommon","Pocilloporidae","Pocilloporidae",NA,0.102,NA,NA,NA,NA,NA,NA,NA,0.6,1.1
"650","Pocillopora zelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.2
"651","Podabacia crustacea","encrusting","common","Fungiidae","Fungiidae",NA,0.025,NA,NA,NA,NA,NA,NA,150,1.9,3
"652","Podabacia lankaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,4.3
"653","Podabacia motuporensis","encrusting","uncommon","Fungiidae","Fungiidae",NA,0.062,NA,NA,NA,NA,NA,NA,NA,2.3,2.8
"654","Podabacia sinai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2,2.7
"655","Polyphyllia novaehiberniae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Polyphyllia talpina","massive","common","Fungiidae","Fungiidae",NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Porites annae","digitate","common","Poritidae","Poritidae","spawner",0.214,NA,NA,NA,NA,NA,NA,NA,1,1.1
"658","Porites aranetai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1
"659","Porites arnaudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.1
"660","Porites attenuata","branching_closed","common","Poritidae","Poritidae",NA,0.671,NA,NA,NA,NA,NA,NA,NA,1.6,2.1
"661","Porites branneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.8
"662","Porites brighami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1.5
"663","Porites cocosensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5
"664","Porites colonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.4
"665","Porites columnaris",NA,NA,NA,NA,NA,NA,5.585,NA,NA,NA,NA,NA,NA,1.1,1.5
"666","Porites compressa",NA,NA,NA,NA,NA,NA,5.99168421052632,NA,NA,61,NA,NA,123,0.8,1.6
"667","Porites cumulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.1
"668","Porites cylindrica",NA,NA,NA,NA,NA,NA,8.443,NA,NA,NA,NA,NA,1000,0.8,1.1
"669","Porites deformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.6
"670","Porites densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,1.3
"671","Porites desilveri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1
"672","Porites divaricata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.1
"673","Porites echinulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.1
"674","Porites eridani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.8
"675","Porites evermanni",NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,120,0.8,1
"676","Porites flavus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0.5,0.7
"677","Porites furcata",NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,NA,NA,NA,1.3,1.9
"678","Porites harrisoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0.8,1.1
"679","Porites heronensis",NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,0.9,1.5
"680","Porites horizontalata","digitate","uncommon","Poritidae","Poritidae",NA,0.41,NA,NA,NA,NA,NA,NA,NA,1.1,1.7
"681","Porites latistella","digitate","uncommon","Poritidae","Poritidae",NA,0.19,NA,NA,NA,NA,NA,NA,NA,0.9,1.4
"682","Porites lichen","laminar","common","Poritidae","Poritidae",NA,1.337,16.3,NA,NA,NA,NA,NA,NA,1.3,1.4
"683","Porites lobata",NA,NA,NA,NA,NA,NA,9.51138961038961,NA,NA,76.7,NA,NA,542.5,0.9,1.1
"684","Porites mayeri",NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,400,1.3,1.6
"685","Porites monticulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0.9,1.2
"686","Porites murrayensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.7,1
"687","Porites myrmidonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,0.9,1.4
"688","Porites napopora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.9
"689","Porites negrosensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.7
"690","Porites nigrescens","branching_closed","uncommon","Poritidae","Poritidae",NA,0.719,17.8,NA,NA,NA,NA,NA,NA,1.4,1.6
"691","Porites nodifera",NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,0.9,1.6
"692","Porites okinawensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.3
"693","Porites ornata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.5
"694","Porites panamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.9
"695","Porites porites",NA,NA,NA,NA,NA,NA,16.87875,NA,NA,23.8,NA,NA,19.8975,2,2.5
"696","Porites profundus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.9
"697","Porites pukoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.7
"698","Porites rugosa","branching_closed","uncommon","Poritidae","Poritidae",NA,1.603,NA,NA,NA,NA,NA,NA,100,0.7,0.9
"699","Porites rus","digitate","common","Poritidae","Poritidae","spawner",0.693,1.27,NA,NA,NA,NA,NA,500,0.6,0.8
"700","Porites sillimaniani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.9
"701","Porites solida","massive","common","Poritidae","Poritidae","spawner",0.068,13.46,NA,NA,NA,NA,NA,NA,1.3,1.6
"702","Porites somaliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.3
"703","Porites stephensoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.9,1.3
"704","Porites tuberculosa","branching_closed","uncommon","Poritidae","Poritidae",NA,0.819,NA,NA,NA,NA,NA,NA,NA,0.7,1.1
"705","Porites vaughani","encrusting","uncommon","Poritidae","Poritidae",NA,0.613,NA,NA,NA,NA,NA,NA,20,0.6,0.8
"706","Goniopora paliformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.7
"707","Psammocora contigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1.1,1.5
"708","Psammocora digitata","columnar","common","Psammocoridae","Siderastreidae",NA,0.075,NA,NA,NA,NA,NA,NA,6.5,1.8,2.3
"709","Cycloseris explanulata","laminar","common","Fungiidae","Siderastreidae",NA,0.007,NA,NA,NA,NA,NA,NA,NA,3.4,4.5
"710","Psammocora haimiana",NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,1.7,4.6
"711","Psammocora verrilli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.3
"712","Psammocora profundacella","encrusting","common","Psammocoridae","Siderastreidae","spawner",0.048,NA,NA,NA,NA,NA,NA,NA,1.8,2.5
"713","Psammocora stellata",NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,2,2.5
"714","Psammocora superficialis",NA,NA,NA,NA,NA,NA,3.56666666666667,NA,NA,NA,NA,NA,NA,1.3,1.8
"715","Pseudosiderastrea tayamai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3.5,4
"716","Sandalolitha dentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,3.5
"717","Sandalolitha robusta","massive","common","Fungiidae","Fungiidae","spawner",0.053,NA,NA,NA,NA,NA,NA,50,3.9,4.6
"718","Scapophyllia cylindrica","columnar","uncommon","Merulinidae","Merulinidae","spawner",0.033,NA,NA,NA,NA,NA,NA,NA,2.9,3.8
"719","Schizoculina africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5.9,9.1
"720","Schizoculina fissipara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.7,3.4
"721","Homophyllia australis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,75
"722","Scolymia cubensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,56.5
"723","Parascolymia vitiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1666666666667,NA,70
"724","Seriatopora aculeata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5
"725","Seriatopora caliendrum","branching_closed","uncommon","Pocilloporidae","Pocilloporidae","brooder",0.054,58,NA,NA,NA,NA,NA,NA,0.7,1.1
"726","Seriatopora dentritica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6
"727","Seriatopora guttata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0.6,0.6
"728","Seriatopora hystrix","branching_closed","common","Pocilloporidae","Pocilloporidae","brooder",0.412,32.7,NA,NA,NA,NA,NA,NA,0.6,0.8
"729","Seriatopora stellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6
"730","Siderastrea glynni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.6,3.5
"731","Siderastrea radians",NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,17.11,2.5,3
"732","Siderastrea savignyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2.8,3.8
"733","Siderastrea siderea",NA,NA,NA,NA,NA,NA,8.07242424242424,NA,NA,NA,NA,NA,81.7675,3.4,4.5
"734","Siderastrea stellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,3
"735","Simplastrea vesicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4.2
"736","Solenastrea bournoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,20.5
"737","Solenastrea hyades",NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,2.5,4.2
"738","Stephanocoenia intersepta",NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,37.98,2.1,2.7
"739","Stylaraea punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.1,1.2
"740","Stylocoeniella armata","encrusting","common","Pocilloporidae","Astrocoeniidae",NA,0.019,NA,NA,NA,NA,NA,NA,NA,1.3,2.3
"741","Stylocoeniella cocosensis","encrusting","rare","Pocilloporidae","Astrocoeniidae",NA,0.01,NA,NA,NA,NA,NA,NA,NA,0.6,0.7
"742","Stylocoeniella guentheri","digitate","common","Pocilloporidae","Astrocoeniidae",NA,0.024,NA,NA,NA,NA,NA,NA,50,1,1.1
"743","Stylophora danae",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0.8,1.1
"744","Stylophora kuehlmanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.7
"745","Stylophora madagascarensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.7,0.8
"746","Stylophora mamillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.8,1
"747","Stylophora subseriata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7
"748","Stylophora wellsi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7
"749","Symphyllia agaricia","massive","common","Lobophyllidae","Mussidae",NA,0.067,NA,NA,NA,NA,NA,NA,NA,20,33.5
"750","Symphyllia erythraea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,17.5
"751","Symphyllia hassi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,12.5,20
"752","Symphyllia radians","massive","common","Lobophyllidae","Mussidae","spawner",0.121,NA,NA,NA,NA,NA,NA,NA,25,35
"753","Symphyllia recta","massive","common","Lobophyllidae","Mussidae","spawner",0.083,NA,NA,NA,NA,NA,NA,NA,9,15
"754","Symphyllia valenciennesii","encrusting","common","Lobophyllidae","Mussidae",NA,0.035,NA,NA,NA,NA,NA,NA,NA,30,35
"755","Hydnophyllia wilsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,30
"756","Trachyphyllia geoffroyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3.5,4
"757","Turbinaria bifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.6
"758","Turbinaria conspicua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.6
"759","Turbinaria frondens","laminar","common","Dendrophylliidae","Dendrophylliidae","spawner",0.2,14,NA,NA,NA,NA,NA,400,0.9,1.1
"760","Turbinaria heronensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.4
"761","Turbinaria irregularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.1
"762","Turbinaria mesenterina",NA,NA,NA,NA,NA,NA,19.28,NA,NA,NA,NA,NA,100,2.3,3.5
"763","Turbinaria patula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3.5
"764","Duncanopsammia peltata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,4.8
"765","Turbinaria radicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2,2.5
"766","Turbinaria reniformis","laminar","uncommon","Dendrophylliidae","Dendrophylliidae","spawner",0.247,NA,NA,NA,NA,NA,NA,500,2.8,4.2
"767","Turbinaria stellulata","massive","uncommon","Dendrophylliidae","Dendrophylliidae",NA,0.068,NA,NA,NA,NA,NA,NA,NA,2.1,3.3
"768","Zoopilus echinatus","massive","uncommon","Fungiidae","Fungiidae",NA,0.15,NA,NA,NA,NA,NA,NA,60,NA,20
"769","Orbicella faveolata",NA,NA,NA,NA,NA,NA,6.34545454545455,NA,NA,NA,NA,NA,342,NA,NA
"770","Orbicella franksi",NA,NA,NA,NA,NA,NA,5.21625,NA,NA,NA,NA,NA,257.415,NA,NA
"771","Oculina arbuscula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA
"772","Madracis carmabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Astrea curta",NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,7,9.3
"774","Montastraea cavernosa",NA,NA,NA,NA,NA,NA,8.25833333333333,NA,NA,1.2125,NA,NA,147.845,7,10
"775","Astrea annuligera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,6.3
"776","Favites valenciennesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,10
"777","Acropora eurystoma",NA,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,1.2,2
"778","Montipora solanderi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Coscinaraea hahazimaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
"780","Favites colemani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,4.1,7.8
"781","Favites magnistellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,5.1,12.1
"782","Micromussa multipunctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4.4,9.3
"783","Paramontastraea salebrosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.7
"784","Paramontastraea serageldini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,4.2,5
"785","Phacelocyathus flos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
"786","Placotrochides frustum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
"787","Porites decasepta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
"788","Porites sverdrupi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
"789","Acropora halmaherae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.9
"790","Acropora mossambica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.9
"791","Acropora ridzwani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8
"792","Acropora rongelapensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8
"793","Acropora spathulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.5
"794","Acropora sukarnoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0.7,1.5
"795","Astrangia atrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,5.9
"796","Astreopora explanata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.6
"797","Balanophyllia cyathoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9
"798","Goniopora tantillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.9
"799","Idiotrochus emarciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
"800","Madracis myriaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.7
"801","Oculina profunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"802","Oculina robusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.7
"803","Pavona chiriquiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.4
"804","Plerogyra multilobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21
"805","Polycyathus fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.4
"806","Polycyathus furanaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.7
"807","Pseudosiderastrea formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,3.7
"808","Dichocoenia stellaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
"809","Helioseris cucullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA
"810","Colpophyllia breviserialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA
"811","Acropora khayranensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","Acropora paragemmifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","Acropora sirikitiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","Enigmopora darveliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","Anthemiphyllia dentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","Anthemiphyllia frustum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","Anthemiphyllia macrolobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","Anthemiphyllia multidentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","Anthemiphyllia pacifica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","Anthemiphyllia spinifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","Madracis auretenra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","Madracis brueggemanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","Madracis hellana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","Madracis kauaiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Madracis profunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","Stylocoeniella muscosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","Anomocora carinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","Anomocora fecunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","Anomocora gigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","Anomocora marchadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","Anomocora prolifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Aulocyathus atlanticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","Aulocyathus juvenescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","Aulocyathus matricidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","Aulocyathus recidivus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","Bathycyathus chilensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","Bourneotrochus stellulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","Caryophyllia abrupta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","Caryophyllia abyssorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","Caryophyllia alaskensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","Caryophyllia alberti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","Caryophyllia antarctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","Caryophyllia antillarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","Caryophyllia arnoldi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","Caryophyllia atlantica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","Caryophyllia barbadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","Caryophyllia berteriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","Caryophyllia calveri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","Caryophyllia cincticulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","Caryophyllia cornulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","Caryophyllia corrugata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","Caryophyllia crosnieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","Caryophyllia cyathus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","Caryophyllia decamera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","Caryophyllia dentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","Caryophyllia diomedeae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Caryophyllia eltaninae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","Caryophyllia ephyala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","Caryophyllia foresti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Caryophyllia grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","Caryophyllia grayi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","Caryophyllia hawaiiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","Caryophyllia horologium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","Caryophyllia inornata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","Caryophyllia japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","Caryophyllia jogashimaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","Caryophyllia karubarica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","Caryophyllia lamellifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","Caryophyllia mabahithi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","Caryophyllia marmorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","Caryophyllia octonaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","Caryophyllia octopali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","Caryophyllia paradoxus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","Caryophyllia paucipalata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
